gender,faculty,age,has_scholarship,hours_studied_weekly,attendance_rate,previous_mark,exam_score
Female,Electrical Engineering,18,True,14.8,74.2,9.09,10.0
Female,Psychology,20,False,12.0,58.7,5.66,6.94
Male,Psychology,18,True,15.3,69.3,7.93,9.53
Female,Psychology,20,False,11.6,66.6,,8.32
Female,Electrical Engineering,22,True,10.7,52.6,8.41,8.84
Female,Psychology,22,False,1.4,63.1,6.68,6.15
Male,Psychology,21,False,8.6,,6.58,7.26
Female,Nuclear Sciences,20,False,9.9,,6.76,7.6
Male,Electrical Engineering,22,False,19.8,55.2,,8.88
Female,Mathematics,23,False,13.4,81.5,8.4,9.52
Male,Electrical Engineering,19,False,17.7,69.0,6.2,8.38
Male,Mathematics,21,True,13.0,70.4,6.82,8.43
Male,Computer Science,18,True,6.4,74.0,5.53,6.61
Female,Psychology,21,False,10.6,62.1,8.61,8.86
Male,Nuclear Sciences,19,True,11.2,74.6,8.9,9.7
Female,Nuclear Sciences,20,False,5.3,66.3,7.14,7.12
Female,Mathematics,18,False,8.1,,7.17,7.45
Male,Psychology,18,True,9.0,75.7,8.0,8.76
Female,Computer Science,20,False,18.0,84.9,9.12,10.0
Male,Nuclear Sciences,24,False,-0.4,77.2,7.95,7.05
Female,Nuclear Sciences,24,False,16.0,,6.73,8.7
Male,Psychology,21,False,5.3,64.8,5.72,6.1
Female,Electrical Engineering,22,False,3.1,54.0,6.27,5.93
Female,Electrical Engineering,24,True,15.9,84.9,7.58,9.69
Female,Psychology,21,False,13.7,90.5,,8.61
Female,Computer Science,24,False,16.3,85.4,7.71,9.55
Male,Mathematics,19,False,14.0,66.6,6.89,8.25
Female,Psychology,23,True,20.3,58.5,6.34,8.95
Female,Psychology,22,True,12.8,59.3,6.21,7.75
Female,Mathematics,21,False,9.2,53.2,9.22,8.9
Male,Nuclear Sciences,23,False,11.7,68.9,8.48,9.07
Female,Computer Science,23,False,16.2,,9.4,10.0
Female,Psychology,24,False,6.1,68.6,8.09,7.95
Female,Psychology,20,False,6.7,73.0,7.03,7.39
Male,Psychology,19,False,8.5,83.8,8.96,9.22
Female,Psychology,19,True,-0.5,66.0,7.46,6.77
Male,Mathematics,19,True,10.7,,7.74,9.13
Female,Computer Science,22,True,0.6,89.9,7.45,7.4
Male,Psychology,18,False,,68.7,4.26,5.9
Female,Psychology,22,False,14.3,64.2,9.27,9.92
Female,Computer Science,21,False,7.6,77.0,8.04,8.31
Male,Electrical Engineering,23,False,18.4,66.5,7.86,9.59
Female,Mathematics,23,False,2.7,58.4,7.43,6.77
Male,Psychology,18,False,16.0,82.8,7.68,9.43
Female,Electrical Engineering,21,False,13.4,82.2,6.84,8.44
Female,Computer Science,18,True,1.4,71.6,8.18,7.67
Female,Computer Science,23,True,23.6,57.4,6.06,9.23
Female,Electrical Engineering,24,False,9.7,57.7,7.7,8.0
Female,Psychology,22,False,5.6,71.1,8.12,7.95
Male,Psychology,19,False,3.0,65.0,7.28,6.85
Male,Electrical Engineering,23,False,8.9,66.6,7.91,8.2
Female,Electrical Engineering,20,False,9.4,80.2,6.41,7.5
Female,Nuclear Sciences,19,True,10.5,77.3,6.44,7.93
Female,Psychology,23,True,8.5,83.8,7.76,8.68
Female,Mathematics,22,True,13.2,60.1,8.25,9.26
Male,Mathematics,18,False,8.1,66.6,5.44,6.36
Female,Computer Science,24,True,0.3,77.6,8.07,7.55
Male,Psychology,24,False,9.3,74.5,6.9,7.72
Female,Mathematics,19,False,-1.8,85.3,7.29,6.54
Male,Nuclear Sciences,22,False,11.8,74.2,6.03,7.48
Male,Psychology,24,True,5.1,88.5,6.56,7.43
Male,Psychology,24,False,10.8,75.4,8.56,9.12
Male,Mathematics,21,False,,80.6,7.54,9.38
Female,Computer Science,20,False,5.3,66.8,7.08,7.09
Male,Computer Science,19,False,15.3,70.1,7.37,8.86
Male,Mathematics,18,True,7.8,79.1,8.04,8.68
Male,Computer Science,24,False,18.8,86.1,7.98,10.0
Male,Psychology,21,False,8.2,77.3,7.42,7.97
Male,Electrical Engineering,22,False,5.8,69.2,8.7,8.34
Male,Electrical Engineering,24,False,13.4,83.8,8.57,9.68
Female,Psychology,20,False,7.8,48.1,,7.7
Female,Computer Science,18,True,,55.8,7.56,7.58
Female,Electrical Engineering,22,False,7.6,76.8,8.22,8.43
Male,Electrical Engineering,22,False,9.8,70.1,7.85,8.37
Male,Computer Science,19,False,16.7,76.1,8.67,10.0
Female,Electrical Engineering,24,False,0.3,70.6,8.49,7.4
Female,Mathematics,19,False,10.1,75.7,6.38,7.49
Male,Electrical Engineering,18,False,13.1,61.9,6.31,7.62
Male,Nuclear Sciences,24,True,11.0,75.7,6.73,8.18
Male,Computer Science,23,False,16.5,79.9,8.57,10.0
Male,Electrical Engineering,24,False,9.6,,5.77,7.12
Male,Psychology,23,False,9.1,90.1,7.93,8.72
Female,Nuclear Sciences,22,False,13.0,72.4,7.9,8.93
Female,Mathematics,19,False,10.5,72.7,8.78,9.17
Female,Electrical Engineering,20,True,8.0,,7.7,7.99
Female,Computer Science,24,False,12.6,64.7,6.02,7.4
Female,Mathematics,20,False,6.7,68.1,6.44,6.88
Female,Computer Science,24,False,6.9,80.5,6.2,6.98
Female,Nuclear Sciences,22,False,7.4,63.9,6.91,7.22
Male,Electrical Engineering,19,False,16.8,78.0,7.3,9.19
Male,Electrical Engineering,18,True,-6.1,70.0,6.22,5.14
Male,Nuclear Sciences,18,False,12.0,68.2,9.12,9.55
Female,Computer Science,18,False,10.2,72.5,6.04,7.21
Female,Mathematics,24,True,1.6,66.1,8.98,8.15
Male,Computer Science,24,True,11.5,65.7,8.8,9.5
Female,Computer Science,20,False,12.4,53.0,8.49,8.86
Male,Computer Science,19,True,12.9,67.5,6.74,8.3
Female,Mathematics,24,False,-3.3,65.2,,6.32
Male,Mathematics,19,True,16.8,64.8,6.09,8.38
Male,Computer Science,20,True,6.3,74.2,8.5,8.68
Male,Computer Science,24,False,13.4,76.6,7.42,8.74
Male,Computer Science,18,False,13.7,72.3,7.05,8.44
Male,Nuclear Sciences,18,False,5.6,80.0,6.15,6.74
Male,Electrical Engineering,22,False,13.3,75.8,4.77,6.85
Female,Nuclear Sciences,23,False,8.1,67.0,6.36,7.01
Female,Mathematics,21,False,-0.4,65.4,8.72,7.35
Male,Mathematics,23,False,15.8,73.1,7.06,8.77
Female,Electrical Engineering,24,False,,75.7,7.31,7.55
Female,Mathematics,19,True,5.7,84.0,8.22,8.59
Male,Mathematics,24,True,8.0,81.9,9.49,9.78
Male,Computer Science,19,False,11.4,64.6,8.96,9.27
Male,Computer Science,19,False,9.7,69.0,6.43,7.34
Male,Mathematics,23,True,12.7,76.7,5.36,7.49
Female,Mathematics,21,True,3.3,80.7,10.1,9.48
Male,Psychology,22,True,6.3,79.4,10.0,9.83
Female,Computer Science,23,False,9.4,69.4,7.71,8.2
Female,Computer Science,21,False,19.5,57.5,6.1,8.34
Male,Electrical Engineering,18,True,9.4,60.0,8.56,8.9
Female,Computer Science,18,False,15.4,72.7,7.38,8.93
Male,Mathematics,19,False,10.2,73.4,7.38,8.16
Female,Electrical Engineering,20,False,7.6,59.0,8.48,8.26
Male,Computer Science,24,True,8.8,70.4,7.87,8.54
Female,Computer Science,24,False,9.2,76.3,6.2,7.25
Female,Mathematics,19,False,13.0,58.5,7.14,8.12
Male,Mathematics,20,False,16.9,81.0,8.23,9.92
Female,Psychology,21,True,11.8,66.2,8.06,9.04
Female,Electrical Engineering,18,False,15.9,82.6,7.79,9.49
Female,Computer Science,24,False,5.2,64.7,8.53,8.04
Female,Psychology,23,False,7.9,59.7,,7.35
Female,Psychology,20,True,6.4,65.4,7.7,7.96
Male,Computer Science,21,False,11.6,69.0,3.79,5.77
Male,Psychology,18,True,8.2,66.1,7.01,7.76
Female,Mathematics,23,False,13.6,67.8,8.34,9.23
Male,Mathematics,20,False,,73.3,7.07,7.21
Female,Computer Science,19,False,10.2,68.3,6.99,7.79
Female,Mathematics,19,False,13.4,69.3,6.35,7.84
Male,Mathematics,19,False,-0.3,52.9,8.6,7.03
Male,Electrical Engineering,24,False,20.6,73.9,8.1,10.0
Female,Computer Science,21,False,8.6,,8.41,8.56
Male,Mathematics,19,True,-0.1,86.1,5.6,5.93
Female,Mathematics,24,False,10.8,60.6,,7.96
Male,Electrical Engineering,22,False,10.2,51.9,7.19,7.6
Female,Psychology,24,False,,76.2,7.19,8.0
Male,Psychology,18,False,15.0,73.5,6.82,8.49
Female,Electrical Engineering,24,False,13.7,59.9,7.12,8.24
Male,Electrical Engineering,21,False,11.5,54.7,8.43,8.72
Female,Mathematics,23,False,12.3,85.4,5.4,7.33
Male,Psychology,24,False,9.5,,9.46,9.73
Female,Electrical Engineering,19,False,18.9,45.1,8.03,9.36
Female,Nuclear Sciences,18,False,2.6,65.4,7.45,6.91
Male,Electrical Engineering,20,True,10.7,86.6,8.5,9.59
Male,Mathematics,19,True,10.3,65.2,5.9,7.28
Male,Computer Science,18,False,14.1,65.1,6.77,8.16
Female,Mathematics,22,False,5.8,67.2,7.37,7.37
Female,Electrical Engineering,20,False,1.3,58.8,9.0,7.67
Female,Mathematics,22,False,10.8,53.0,7.45,7.9
Male,Mathematics,23,True,11.4,80.5,8.0,9.22
Male,Electrical Engineering,18,False,17.4,51.6,6.85,8.44
Female,Mathematics,22,True,3.6,72.5,8.04,7.92
Male,Electrical Engineering,23,True,15.8,78.9,9.34,10.0
Female,Mathematics,18,False,21.8,55.5,8.6,10.0
Male,Mathematics,18,True,8.1,60.8,7.41,7.92
Female,Mathematics,22,False,3.5,82.1,8.24,7.94
Male,Electrical Engineering,18,False,8.0,75.3,8.14,8.4
Male,Computer Science,19,False,10.1,63.8,8.06,8.43
Female,Computer Science,18,True,12.8,82.0,8.72,9.96
Female,Nuclear Sciences,21,False,7.0,82.1,8.71,8.79
Female,Computer Science,23,True,17.8,72.7,7.36,9.58
Male,Psychology,18,False,4.4,61.0,8.21,7.63
Male,Psychology,21,False,1.3,65.9,7.08,6.47
Female,Mathematics,18,False,15.5,72.9,6.48,8.32
Female,Psychology,18,True,-1.4,68.1,7.2,6.49
Male,Computer Science,22,False,9.0,79.4,7.42,8.13
Male,Psychology,19,False,25.6,54.7,5.67,8.9
Male,Mathematics,23,True,9.9,55.1,8.45,8.8
Female,Psychology,19,False,4.4,71.8,4.46,5.22
Male,Computer Science,20,False,9.7,65.1,10.49,10.0
Male,Psychology,22,True,9.7,63.7,9.15,9.43
Male,Computer Science,22,True,10.8,52.3,7.21,8.01
Male,Mathematics,19,False,,70.2,7.51,8.66
Male,Computer Science,24,True,4.8,69.5,7.83,7.89
Female,Computer Science,22,True,18.4,76.5,6.85,9.38
Male,Electrical Engineering,19,False,11.2,70.7,7.71,8.49
Female,Mathematics,22,False,13.6,68.7,7.34,8.55
Male,Nuclear Sciences,18,False,6.9,81.8,7.4,7.85
Female,Nuclear Sciences,19,False,16.4,56.9,7.7,8.99
Female,Psychology,19,False,8.7,75.4,6.06,7.05
Female,Computer Science,21,True,11.4,53.3,7.54,8.35
Female,Mathematics,22,False,5.3,61.6,7.68,7.4
Male,Electrical Engineering,22,False,5.0,57.9,7.64,7.26
Male,Mathematics,19,True,13.4,77.8,7.26,8.95
Female,Computer Science,18,False,7.8,69.3,8.75,8.68
Female,Psychology,18,False,5.7,69.9,7.11,7.23
Female,Electrical Engineering,23,True,6.8,58.9,7.75,7.92
Female,Electrical Engineering,18,True,13.5,67.0,8.93,9.92
Female,Computer Science,22,False,6.9,62.4,7.41,7.47
Male,Psychology,24,False,9.4,,7.74,8.3
Male,Computer Science,21,False,10.1,60.1,7.39,7.89
Female,Computer Science,19,False,0.4,83.3,8.86,7.93
Female,Electrical Engineering,20,True,2.6,,7.22,6.81
Male,Computer Science,21,True,11.7,61.9,8.91,9.53
Female,Mathematics,24,True,6.3,86.8,7.39,8.15
Male,Computer Science,20,True,15.3,65.6,6.55,8.49
Female,Electrical Engineering,21,True,14.8,56.9,8.25,9.43
Male,Electrical Engineering,18,False,13.6,72.2,7.16,8.5
Male,Psychology,22,False,19.1,65.2,,9.9
Female,Electrical Engineering,24,False,9.6,61.6,4.5,5.82
Male,Computer Science,20,True,13.2,59.0,7.51,8.72
Female,Mathematics,24,False,7.1,97.7,6.99,7.91
Female,Mathematics,21,False,22.3,67.5,6.33,9.13
Female,Computer Science,22,True,19.9,50.7,6.89,9.12
Male,Mathematics,24,False,10.1,84.9,6.87,8.02
Male,Nuclear Sciences,20,False,11.9,76.1,7.45,8.52
Male,Computer Science,19,True,16.8,62.3,6.0,8.27
Female,Mathematics,21,False,9.3,60.7,7.85,8.1
Female,Computer Science,19,True,6.7,76.7,9.0,9.14
Female,Computer Science,18,False,14.4,67.5,7.81,8.98
Female,Nuclear Sciences,19,False,10.4,50.7,8.39,8.45
Female,Mathematics,19,False,10.9,87.9,8.7,9.48
Female,Mathematics,23,True,5.8,65.7,8.86,8.69
Male,Electrical Engineering,21,False,1.4,85.0,9.56,8.6
Female,Computer Science,18,False,11.2,82.8,6.95,8.2
Male,Mathematics,19,False,14.5,,,8.07
Female,Mathematics,22,False,8.9,80.3,8.36,8.79
Female,Psychology,20,False,17.2,63.5,8.28,9.65
Female,Nuclear Sciences,19,False,6.5,51.3,8.35,7.85
Male,Electrical Engineering,18,False,4.7,65.8,9.58,8.73
Male,Mathematics,19,False,,74.0,7.51,8.19
Male,Electrical Engineering,20,False,9.6,65.4,7.97,8.33
Male,Computer Science,18,False,13.8,66.9,6.42,7.9
Male,Computer Science,21,False,6.1,81.4,9.85,9.44
Female,Computer Science,18,False,16.8,71.1,7.13,8.93
Female,Mathematics,21,False,19.8,61.6,7.16,9.21
Male,Psychology,18,False,9.8,77.0,7.12,7.99
Male,Psychology,24,False,16.2,72.0,6.79,8.62
Male,Nuclear Sciences,20,True,4.7,44.8,6.7,6.59
Female,Psychology,20,False,15.4,74.3,6.92,8.64
Female,Psychology,18,False,15.2,73.9,6.0,7.96
Female,Computer Science,24,True,14.3,70.2,6.64,8.5
Male,Computer Science,19,False,9.9,78.9,9.64,9.81
Female,Psychology,20,True,-4.8,,8.31,6.66
Female,Mathematics,21,True,6.8,73.4,8.52,8.75
Male,Electrical Engineering,21,True,6.9,54.3,8.79,8.57
Female,Computer Science,22,False,,74.1,9.52,8.91
Male,Computer Science,23,False,10.6,89.5,5.55,7.26
Female,Mathematics,24,False,7.9,60.1,6.15,6.69
Male,Computer Science,23,False,5.9,62.4,6.62,6.77
Female,Computer Science,23,False,4.7,62.9,6.98,6.85
Female,Electrical Engineering,21,False,6.4,71.3,7.17,7.4
Female,Computer Science,22,False,15.6,59.4,7.01,8.43
Female,Psychology,23,False,6.7,74.2,7.74,7.91
Male,Mathematics,23,True,7.4,78.5,7.54,8.26
Male,Computer Science,18,True,7.7,75.3,6.7,7.65
Male,Mathematics,18,False,11.7,52.3,5.11,6.38
Male,Electrical Engineering,18,False,12.3,80.0,6.41,7.93
Female,Mathematics,19,True,-5.2,79.4,6.9,5.94
Male,Electrical Engineering,23,True,15.1,78.3,7.23,9.19
Female,Computer Science,19,False,17.2,,6.26,8.44
Female,Electrical Engineering,22,False,,72.2,6.96,7.02
Female,Computer Science,24,False,5.1,80.3,6.26,6.75
Male,Psychology,21,False,7.7,89.2,7.36,8.09
Female,Psychology,23,False,6.2,60.5,6.32,6.56
Female,Nuclear Sciences,21,False,11.1,80.8,6.57,7.88
Male,Mathematics,24,False,0.3,69.1,6.06,5.67
Female,Computer Science,18,True,4.4,68.7,7.33,7.46
Female,Computer Science,23,False,17.7,54.6,,8.33
Male,Electrical Engineering,20,True,,67.2,8.5,8.4
Male,Psychology,19,True,16.2,60.0,7.95,9.49
Male,Electrical Engineering,19,False,11.8,65.4,7.42,8.27
Male,Computer Science,23,False,1.0,59.0,6.62,5.96
Male,Mathematics,24,False,13.2,65.5,7.92,8.83
Male,Computer Science,18,True,9.4,65.9,8.26,8.81
Male,Nuclear Sciences,19,False,7.7,71.0,7.66,7.94
Male,Psychology,18,False,11.2,53.9,,9.24
Female,Nuclear Sciences,22,False,12.4,55.5,8.01,8.58
Female,Mathematics,21,True,13.5,73.6,8.5,9.75
Female,Psychology,24,False,15.9,62.0,7.65,8.98
Male,Psychology,20,False,12.0,80.7,8.24,9.18
Male,Mathematics,21,True,3.1,72.3,6.62,6.84
Male,Electrical Engineering,21,False,7.6,76.1,7.0,7.56
Male,Nuclear Sciences,22,False,24.7,,7.88,10.0
Male,Electrical Engineering,19,True,13.6,66.9,7.88,9.19
Female,Electrical Engineering,20,True,21.8,64.3,8.06,10.0
Male,Mathematics,19,True,17.0,78.7,8.71,10.0
Female,Mathematics,23,False,11.2,75.1,5.93,7.33
Female,Nuclear Sciences,21,True,11.5,68.1,6.43,7.89
Male,Computer Science,23,False,9.8,83.9,7.75,8.57
Male,Electrical Engineering,18,False,1.3,67.9,,6.24
Female,Electrical Engineering,21,False,10.1,70.3,11.22,10.0
Male,Psychology,19,True,16.1,70.2,8.07,9.77
Male,Nuclear Sciences,21,True,,60.7,7.41,7.75
Female,Mathematics,18,False,12.1,70.8,6.93,8.08
Male,Mathematics,22,False,14.3,84.0,6.97,8.7
Female,Computer Science,23,False,5.5,74.4,7.53,7.58
Female,Mathematics,23,True,7.7,70.3,7.62,8.2
Male,Mathematics,19,False,4.9,68.4,,7.0
Male,Mathematics,21,False,5.9,73.3,7.2,7.39
Male,Electrical Engineering,19,True,,77.5,8.98,8.68
Male,Nuclear Sciences,22,False,5.5,76.1,9.02,8.66
Male,Computer Science,21,False,17.1,66.7,7.78,9.34
Female,Mathematics,21,True,5.4,73.2,,6.79
Male,Nuclear Sciences,19,False,10.6,74.8,8.09,8.75
Male,Computer Science,19,False,7.5,59.9,9.21,8.77
Female,Computer Science,18,True,15.9,71.7,9.01,10.0
Female,Computer Science,24,False,16.6,48.4,8.31,9.28
Female,Psychology,24,False,14.3,,,9.98
Male,Computer Science,22,False,11.5,76.6,7.56,8.55
Female,Nuclear Sciences,24,True,8.8,77.5,8.19,8.9
Female,Mathematics,18,False,4.0,66.0,6.75,6.64
Male,Psychology,23,False,19.7,73.1,7.82,9.89
Male,Computer Science,21,False,6.2,84.2,8.96,8.89
Female,Mathematics,19,True,13.3,84.1,6.85,8.77
Male,Psychology,21,False,15.3,69.7,6.55,8.27
Male,Electrical Engineering,21,False,7.2,71.4,7.61,7.84
Male,Electrical Engineering,20,False,15.2,81.1,7.25,8.98
Male,Psychology,23,False,13.8,55.0,8.21,8.92
Female,Nuclear Sciences,20,True,18.6,66.8,7.0,9.33
Female,Electrical Engineering,24,True,7.7,83.4,9.39,9.7
Female,Electrical Engineering,21,False,3.6,79.8,6.08,6.39
Male,Computer Science,19,True,7.5,73.7,8.88,9.12
Male,Computer Science,21,False,11.0,54.9,6.66,7.41
Male,Computer Science,23,True,10.3,69.5,5.52,7.1
Male,Psychology,20,False,8.0,64.1,7.76,7.91
Male,Mathematics,19,False,0.5,73.3,7.22,6.6
Female,Mathematics,21,False,12.4,61.9,6.28,7.49
Male,Electrical Engineering,22,False,19.9,59.7,5.65,8.13
Female,Electrical Engineering,23,True,12.3,49.4,7.49,8.38
Male,Nuclear Sciences,23,False,13.0,82.2,8.57,9.59
Male,Mathematics,22,True,12.9,66.0,8.14,9.25
Male,Psychology,21,False,12.0,71.6,7.56,8.52
Female,Mathematics,23,False,14.7,70.0,8.03,9.23
Female,Computer Science,19,False,12.0,59.3,7.47,8.22
Female,Computer Science,21,False,8.4,57.4,5.93,6.56
Male,Mathematics,21,False,6.0,59.9,5.94,6.26
Male,Mathematics,20,False,8.8,62.8,7.28,7.67
Female,Electrical Engineering,23,False,11.6,73.7,7.32,8.34
Male,Computer Science,23,False,8.4,62.0,8.44,8.41
Female,Electrical Engineering,22,True,11.6,87.5,8.33,9.62
Male,Psychology,20,False,12.2,80.3,8.17,9.15
Male,Mathematics,24,False,14.2,78.1,7.19,8.72
Male,Mathematics,20,True,16.4,68.8,5.98,8.32
Male,Mathematics,23,True,,85.1,7.95,9.13
Female,Psychology,21,True,3.5,67.8,8.08,7.84
Male,Mathematics,20,False,8.3,69.7,4.87,6.05
Male,Computer Science,22,True,10.2,,6.58,7.87
Male,Computer Science,20,True,0.8,77.0,6.74,6.68
Male,Psychology,22,True,16.9,76.4,7.63,9.7
Female,Nuclear Sciences,24,False,10.7,65.2,6.62,7.54
Female,Mathematics,20,False,11.9,64.7,7.46,8.3
Female,Electrical Engineering,22,False,16.8,76.4,7.27,9.14
Female,Psychology,20,False,6.8,77.2,7.32,7.69
Male,Nuclear Sciences,24,False,,66.1,6.71,7.95
Female,Electrical Engineering,20,True,9.5,54.1,6.8,7.57
Male,Psychology,19,True,9.1,67.9,6.31,7.44
Male,Psychology,22,True,6.1,76.2,7.92,8.28
Female,Electrical Engineering,24,True,18.3,88.1,8.13,10.0
Male,Mathematics,22,False,,58.0,6.65,7.03
Female,Mathematics,22,False,13.5,65.7,9.17,9.76
Male,Computer Science,18,False,0.6,66.1,7.15,6.42
Female,Electrical Engineering,24,False,15.9,83.6,9.18,10.0
Female,Electrical Engineering,20,False,15.3,69.7,6.79,8.44
Female,Computer Science,22,True,10.5,60.9,5.27,6.78
Female,Psychology,23,True,8.9,75.6,7.94,8.7
Female,Mathematics,18,False,12.0,66.0,7.77,8.56
Male,Computer Science,19,False,21.4,57.8,7.54,9.64
Female,Nuclear Sciences,22,True,1.2,,6.79,6.45
Male,Computer Science,22,False,13.9,87.3,7.46,9.05
Female,Computer Science,18,False,5.4,73.8,6.94,7.14
Female,Psychology,20,False,,71.1,7.17,7.93
Female,Electrical Engineering,23,False,8.8,67.5,8.43,8.57
Male,Computer Science,19,False,,72.9,7.7,8.03
Male,Psychology,22,True,9.9,72.8,8.17,8.96
Female,Psychology,20,False,4.3,72.9,7.24,7.17
Male,Computer Science,24,True,15.1,71.1,7.12,8.97
Male,Computer Science,23,False,1.0,78.7,6.23,6.08
Male,Psychology,24,False,12.7,70.2,7.09,8.27
Female,Mathematics,23,False,8.4,60.2,3.85,5.16
Female,Nuclear Sciences,19,False,4.1,63.9,6.85,6.69
Male,Electrical Engineering,21,False,,50.2,7.41,7.84
Male,Nuclear Sciences,23,False,2.2,90.3,8.12,7.82
Male,Mathematics,21,False,10.2,,7.2,8.14
Female,Nuclear Sciences,24,False,2.9,61.7,7.88,7.18
Female,Mathematics,23,False,12.3,67.2,5.1,6.76
Male,Mathematics,19,True,5.4,63.6,7.44,7.59
Male,Computer Science,18,False,7.7,85.4,5.65,6.82
Male,Computer Science,19,False,11.5,55.8,6.17,7.16
Female,Psychology,19,True,6.1,71.1,7.29,7.74
Female,Mathematics,18,True,9.7,68.9,8.9,9.36
Male,Computer Science,18,False,2.4,78.3,7.91,7.46
Male,Psychology,20,True,13.2,69.0,7.52,8.92
Male,Mathematics,23,False,18.8,52.4,7.48,9.1
Female,Psychology,24,False,24.0,67.5,6.72,9.65
Male,Mathematics,20,False,10.5,60.3,6.9,7.61
Female,Electrical Engineering,18,True,13.9,70.8,7.97,9.38
Female,Electrical Engineering,21,False,1.1,84.3,5.98,6.04
Male,Mathematics,24,False,17.5,52.6,8.15,9.38
Male,Mathematics,21,False,13.9,62.0,,8.27
Male,Mathematics,19,False,7.6,64.5,8.41,8.32
Female,Electrical Engineering,22,False,16.2,,8.56,9.75
Female,Mathematics,19,False,8.7,77.4,5.66,6.82
Female,Computer Science,19,False,7.7,68.3,6.86,7.32
Female,Computer Science,22,False,12.4,74.2,6.56,7.94
Male,Mathematics,23,False,4.7,63.7,5.51,5.84
Female,Mathematics,18,False,15.1,72.3,6.36,8.16
Female,Electrical Engineering,21,True,4.7,77.8,10.19,9.69
Male,Computer Science,19,True,4.7,62.7,8.17,7.98
Female,Mathematics,22,False,5.5,,9.61,9.11
Female,Electrical Engineering,20,False,13.8,70.5,8.41,9.37
Female,Electrical Engineering,19,False,6.9,80.5,6.68,7.32
Female,Mathematics,21,False,3.3,68.0,7.08,6.81
Female,Mathematics,18,True,7.0,73.8,8.15,8.53
Female,Mathematics,19,False,9.8,69.6,7.98,8.45
Male,Nuclear Sciences,19,True,4.1,69.0,6.86,7.1
Male,Computer Science,23,False,4.2,72.6,5.84,6.17
Female,Nuclear Sciences,22,False,20.6,75.4,11.12,10.0
Male,Psychology,20,False,5.7,57.5,7.34,7.14
Male,Psychology,20,False,8.4,84.3,7.14,7.94
Male,Computer Science,24,False,8.2,51.4,7.62,7.59
Male,Mathematics,18,False,7.9,63.2,7.23,7.51
Female,Mathematics,24,True,13.1,69.1,7.64,9.0
Female,Computer Science,21,True,14.7,74.1,8.92,10.0
Male,Psychology,18,False,8.5,85.8,7.36,8.14
Male,Nuclear Sciences,19,False,3.8,51.4,6.22,5.95
Male,Psychology,19,False,16.4,64.9,7.32,8.88
Female,Electrical Engineering,20,False,9.5,48.7,6.99,7.29
Female,Computer Science,21,False,18.7,70.3,9.07,10.0
Male,Mathematics,22,False,-1.2,72.7,8.79,7.43
Female,Computer Science,21,False,11.0,85.9,7.62,8.7
Female,Psychology,19,True,19.6,71.2,6.09,8.93
Female,Nuclear Sciences,22,True,,80.4,6.15,7.44
Female,Psychology,21,False,8.9,,7.52,8.11
Male,Computer Science,21,True,11.5,65.6,7.87,8.85
Female,Mathematics,22,True,,55.9,7.09,7.46
Male,Psychology,19,True,8.4,72.8,6.97,7.89
Female,Mathematics,21,False,8.3,55.1,6.85,7.14
Female,Electrical Engineering,22,False,6.9,83.0,7.47,7.92
Female,Electrical Engineering,23,False,16.1,68.4,4.88,7.2
Female,Psychology,23,False,12.3,82.0,6.29,7.89
Male,Mathematics,19,False,11.3,65.2,6.81,7.77
Female,Mathematics,22,False,14.0,72.7,8.83,9.74
Female,Computer Science,23,True,8.7,72.1,6.6,7.67
Female,Mathematics,22,True,6.1,69.5,7.7,8.0
Male,Mathematics,21,False,,65.7,7.75,7.79
Male,Psychology,19,False,10.0,73.9,8.93,9.23
Male,Psychology,23,False,4.7,60.7,8.89,8.14
Female,Computer Science,24,False,7.5,57.9,7.44,7.49
Female,Mathematics,21,False,7.4,82.4,6.98,7.64
Male,Computer Science,24,True,20.6,77.3,6.77,9.67
Male,Computer Science,24,True,-3.9,70.7,7.23,6.19
Female,Electrical Engineering,18,True,9.1,86.7,7.02,8.31
Female,Computer Science,18,True,18.6,67.3,8.11,10.0
Female,Mathematics,19,False,10.6,83.2,7.96,8.83
Female,Computer Science,23,True,13.8,71.8,8.15,9.51
Male,Electrical Engineering,23,True,10.5,59.8,8.89,9.29
Male,Psychology,23,False,6.7,88.5,9.55,9.46
Female,Computer Science,22,False,-1.2,79.9,7.64,6.77
Female,Psychology,21,True,11.0,68.8,8.71,9.42
Female,Electrical Engineering,23,True,6.1,77.3,7.11,7.74
Female,Nuclear Sciences,21,False,6.0,66.0,,8.38
Female,Computer Science,19,False,7.5,78.3,8.67,8.76
Male,Electrical Engineering,24,False,18.7,46.1,8.61,9.75
Male,Nuclear Sciences,23,False,22.0,59.8,7.6,9.82
Male,Nuclear Sciences,19,False,11.1,79.8,6.76,7.99
Male,Psychology,23,False,7.7,67.5,5.97,6.68
Female,Psychology,18,False,4.1,72.1,7.46,7.28
Female,Mathematics,20,False,12.3,56.5,9.19,9.41
Male,Electrical Engineering,19,True,18.9,88.5,7.16,9.92
Male,Psychology,23,False,,81.9,8.36,8.81
Female,Psychology,20,False,-1.9,,8.43,6.98
Male,Mathematics,19,True,13.4,66.0,7.19,8.66
Female,Electrical Engineering,22,False,14.9,80.3,8.95,10.0
Female,Electrical Engineering,23,True,2.1,89.8,4.3,5.42
Female,Computer Science,22,False,10.9,79.5,6.15,7.53
Male,Electrical Engineering,18,False,12.3,91.7,6.49,8.22
